DateKey,ProductKey,QuantityOnHand,QuantityOrdered
14041022,598,31,0
14041029,598,32,0
14041106,598,35,0
14041113,598,32,0
14041120,598,34,0
14041127,598,33,0
14041204,598,37,0
14041211,598,34,0
14041218,598,31,0
14041225,598,31,0
14050103,598,31,0
14050110,598,30,0
14050117,598,26,0
14050124,598,27,0
14050131,598,28,0
14050207,598,28,0
14050214,598,23,0
14050221,598,22,0
14050228,598,24,0
14050304,598,26,0
14050311,598,25,0
14050318,598,26,0
14050325,598,24,0
14050401,598,22,0
14050408,598,23,0
14050415,598,19,0
14050422,598,18,0
14050429,598,19,0
14050505,598,21,0
14050512,598,21,0
14050519,598,17,0
14030106,599,72,0
14030113,599,72,0
14030120,599,73,0
14030127,599,75,0
14030203,599,73,0
14030210,599,74,0
14030217,599,70,0
14030224,599,68,0
14030231,599,69,0
14030307,599,69,0
14030314,599,67,0
14030321,599,65,0
14030328,599,68,0
14030404,599,72,0
14030411,599,71,0
14030418,599,69,0
14030425,599,71,0
14030501,599,68,0
14030508,599,68,0
14030515,599,65,0
14030522,599,61,0
14030529,599,56,0
14030605,599,54,0
14030612,599,51,0
14030619,599,47,0
14030626,599,51,0
14030702,599,47,0
14030709,599,43,0
14030716,599,46,0
14030723,599,42,0
14030730,599,43,0
14030807,599,45,0
14030814,599,44,0
14030821,599,45,0
14030828,599,47,0
14030905,599,42,0
14030912,599,38,0
14030919,599,37,0
14030926,599,41,0
14031003,599,39,0
14031010,599,36,0
14031017,599,32,0
14031024,599,36,44
14031101,599,40,0
14031108,599,35,0
14031115,599,39,0
14031122,599,79,0
14031129,599,76,0
14031206,599,80,0
14031213,599,84,0
14031220,599,86,0
14031227,599,86,0
14040104,599,87,0
14040111,599,82,0
14040118,599,84,0
14040125,599,85,0
14040201,599,80,0
14040208,599,77,0
14040215,599,73,0
14040222,599,77,0
14040229,599,80,0
14040305,599,79,0
14040312,599,80,0
14040319,599,77,0
14040326,599,78,0
14040402,599,77,0
14040409,599,73,0
14040416,599,74,0
14040423,599,74,0
14040430,599,70,0
14040506,599,70,0
14040513,599,71,0
14040520,599,67,0
14040527,599,71,0
14040603,599,74,0
14040610,599,69,0
14040617,599,70,0
14040624,599,65,0
14040631,599,61,0
14040707,599,57,0
14040714,599,59,0
14040721,599,55,0
14040728,599,54,0
14040805,599,55,0
14040812,599,55,0
14040819,599,53,0
14040826,599,53,0
14040903,599,52,0
14040910,599,53,0
14040917,599,48,0
14040924,599,43,0
14041001,599,47,0
14041008,599,50,0
14041015,599,50,0
14041022,599,45,0
14041029,599,41,0
14041106,599,37,0
14041113,599,32,0
14041120,599,36,44
14041127,599,40,0
14041204,599,37,0
14041211,599,32,0
14041218,599,73,0
14041225,599,71,0
14050103,599,74,0
14050110,599,70,0
14050117,599,69,0
14050124,599,72,0
14050131,599,68,0
14050207,599,63,0
14050214,599,63,0
14050221,599,66,0
14050228,599,67,0
14050304,599,68,0
14050311,599,70,0
14050318,599,70,0
14050325,599,66,0
14050401,599,61,0
14050408,599,56,0
14050415,599,55,0
14050422,599,51,0
14050429,599,52,0
14050505,599,48,0
14050512,599,51,0
14050519,599,51,0
14030106,600,102,0
14030113,600,102,0
14030120,600,97,0
14030127,600,96,0
14030203,600,91,0
14030210,600,91,0
14030217,600,87,0
14030224,600,88,0
14030231,600,91,0
14030307,600,86,0
14030314,600,84,0
14030321,600,80,0
14030328,600,80,0
14030404,600,83,0
14030411,600,87,0
14030418,600,82,0
14030425,600,83,0
14030501,600,79,0
14030508,600,82,0
14030515,600,84,0
14030522,600,80,0
14030529,600,77,0
14030605,600,81,0
14030612,600,82,0
14030619,600,79,0
14030626,600,74,0
14030702,600,72,0
14030709,600,75,0
14030716,600,71,0
14030723,600,75,0
14030730,600,78,0
14030807,600,74,0
14030814,600,74,0
14030821,600,72,0
14030828,600,73,0
14030905,600,71,0
14030912,600,69,0
14030919,600,67,0
14030926,600,67,0
14031003,600,62,0
14031010,600,66,0
14031017,600,66,0
14031024,600,70,0
14031101,600,70,0
14031108,600,74,0
14031115,600,73,0
14031122,600,70,0
14031129,600,66,0
14031206,600,68,0
14031213,600,64,0
14031220,600,61,0
14031227,600,65,0
14040104,600,62,0
14040111,600,63,0
14040118,600,64,0
14040125,600,63,0
14040201,600,63,0
14040208,600,67,0
14040215,600,62,0
14040222,600,59,0
14040229,600,61,0
14040305,600,62,0
14040312,600,66,0
14040319,600,63,0
14040326,600,64,0
14040402,600,65,0
14040409,600,68,0
14040416,600,67,0
14040423,600,69,0
14040430,600,71,0
14040506,600,70,0
14040513,600,73,0
14040520,600,75,0
14040527,600,78,0
14040603,600,75,0
14040610,600,73,0
14040617,600,70,0
14040624,600,65,0
14040631,600,66,0
14040707,600,70,0
14040714,600,69,0
14040721,600,73,0
14040728,600,77,0
14040805,600,72,0
14040812,600,75,0
14040819,600,78,0
14040826,600,80,0
14040903,600,79,0
14040910,600,79,0
14040917,600,80,0
14040924,600,83,0
14041001,600,85,0
14041008,600,85,0
14041015,600,84,0
14041022,600,88,0
14041029,600,90,0
14041106,600,88,0
14041113,600,83,0
14041120,600,84,0
14041127,600,79,0
14041204,600,75,0
14041211,600,72,0
14041218,600,75,0
14041225,600,75,0
14050103,600,77,0
14050110,600,74,0
14050117,600,73,0
14050124,600,71,0
14050131,600,72,0
14050207,600,71,0
14050214,600,71,0
14050221,600,68,0
14050228,600,64,0
14050304,600,61,0
14050311,600,59,0
14050318,600,54,0
14050325,600,49,0
14050401,600,47,0
14050408,600,45,59
14050415,600,41,59
14050422,600,45,59
14050429,600,47,59
14050505,600,50,59
14050512,600,53,0
14050519,600,57,0
14030106,601,58,0
14030113,601,60,0
14030120,601,61,0
14030127,601,56,0
14030203,601,51,0
14030210,601,52,0
14030217,601,52,0
14030224,601,56,0
14030231,601,51,0
14030307,601,50,0
14030314,601,52,0
14030321,601,51,0
14030328,601,47,0
14030404,601,47,0
14030411,601,43,0
14030418,601,45,0
14030425,601,45,0
14030501,601,45,0
14030508,601,45,0
14030515,601,40,0
14030522,601,40,0
14030529,601,40,0
14030605,601,35,0
14030612,601,39,0
14030619,601,36,0
14030626,601,36,0
14030702,601,37,0
14030709,601,33,0
14030716,601,35,0
14030723,601,32,0
14030730,601,35,0
14030807,601,32,0
14030814,601,27,0
14030821,601,25,40
14030828,601,21,40
14030905,601,20,40
14030912,601,20,40
14030919,601,19,40
14030926,601,14,40
14031003,601,10,40
14031010,601,10,40
14031017,601,5,40
14031024,601,1,40
14031101,601,3,40
14031108,601,0,40
14031115,601,0,40
14031122,601,0,40
14031129,601,0,40
14031206,601,0,40
14031213,601,3,40
14031220,601,4,40
14031227,601,5,40
14040104,601,6,40
14040111,601,2,40
14040118,601,0,40
14040125,601,0,40
14040201,601,2,40
14040208,601,1,40
14040215,601,3,40
14040222,601,4,40
14040229,601,6,40
14040305,601,6,40
14040312,601,9,40
14040319,601,6,40
14040326,601,9,40
14040402,601,4,40
14040409,601,3,40
14040416,601,3,40
14040423,601,0,40
14040430,601,1,40
14040506,601,0,40
14040513,601,0,40
14040520,601,0,40
14040527,601,1,40
14040603,601,2,40
14040610,601,0,40
14040617,601,0,40
14040624,601,0,40
14040631,601,1,40
14040707,601,5,40
14040714,601,7,40
14040721,601,10,40
14040728,601,10,40
14040805,601,10,40
14040812,601,10,40
14040819,601,5,40
14040826,601,3,40
14040903,601,0,40
14040910,601,0,40
14040917,601,4,40
14040924,601,1,40
14041001,601,0,40
14041008,601,3,40
14041015,601,4,40
14041022,601,3,40
14041029,601,0,40
14041106,601,0,40
14041113,601,0,40
14041120,601,1,40
14041127,601,0,40
14041204,601,0,40
14041211,601,4,40
14041218,601,0,40
14041225,601,2,40
14050103,601,6,40
14050110,601,7,40
14050117,601,3,40
14050124,601,0,40
14050131,601,0,40
14050207,601,0,40
14050214,601,2,40
14050221,601,0,40
14050228,601,0,40
14050304,601,1,40
14050311,601,0,40
14050318,601,0,40
14050325,601,0,40
14050401,601,3,40
14050408,601,0,40
14050415,601,0,40
14050422,601,0,40
14050429,601,0,40
14050505,601,3,40
14050512,601,1,40
14050519,601,1,40
14030106,602,45,0
14030113,602,44,0
14030120,602,45,0
14030127,602,45,0
14030203,602,42,0
14030210,602,41,0
14030217,602,38,0
14030224,602,39,0
14030231,602,39,0
14030307,602,39,0
14030314,602,40,0
14030321,602,35,0
14030328,602,34,0
14030404,602,38,0
14030411,602,42,0
14030418,602,46,0
14030425,602,42,0
14030501,602,38,0
14030508,602,34,0
14030515,602,34,0
14030522,602,29,0
14030529,602,32,0
14030605,602,35,0
14030612,602,30,0
14030619,602,26,0
14030626,602,26,0
14030702,602,29,0
14030709,602,33,0
14030716,602,29,0
14030723,602,31,0
14030730,602,34,0
14030807,602,30,0
14030814,602,27,0
14030821,602,31,0
14030828,602,35,0
14030905,602,32,0
14030912,602,27,0
14030919,602,31,0
14030926,602,33,0
14031003,602,28,0
14031010,602,26,0
14031017,602,28,0
14031024,602,31,0
14031101,602,28,0
14031108,602,31,0
14031115,602,34,0
14031122,602,30,0
14031129,602,29,0
14031206,602,31,0
14031213,602,30,0
14031220,602,31,0
14031227,602,35,0
14040104,602,31,0
14040111,602,31,0
14040118,602,28,0
14040125,602,32,0
14040201,602,27,0
14040208,602,31,0
14040215,602,27,0
14040222,602,27,0
14040229,602,23,0
14040305,602,19,34
14040312,602,14,34
14040319,602,15,34
14040326,602,12,34
14040402,602,7,34
14040409,602,7,34
14040416,602,11,34
14040423,602,7,34
14040430,602,11,34
14040506,602,10,34
14040513,602,11,34
14040520,602,10,34
14040527,602,7,34
14040603,602,6,34
14040610,602,8,34
14040617,602,10,34
14040624,602,14,34
14040631,602,11,34
14040707,602,9,34
14040714,602,12,34
14040721,602,7,34
14040728,602,3,34
14040805,602,2,34
14040812,602,0,34
14040819,602,3,34
14040826,602,4,34
14040903,602,0,34
14040910,602,0,34
14040917,602,0,34
14040924,602,4,34
14041001,602,6,34
14041008,602,8,34
14041015,602,7,34
14041022,602,11,34
14041029,602,7,34
14041106,602,2,34
14041113,602,0,34
14041120,602,2,34
14041127,602,4,34
14041204,602,4,34
14041211,602,8,34
14041218,602,5,34
14041225,602,8,34
14050103,602,3,34
14050110,602,6,34
14050117,602,4,34
14050124,602,4,34
14050131,602,5,34
14050207,602,8,34
14050214,602,4,34
14050221,602,3,34
14050228,602,4,34
14050304,602,7,34
14050311,602,9,34
14050318,602,12,34
14050325,602,16,34
14050401,602,15,34
14050408,602,14,34
14050415,602,11,34
14050422,602,12,34
14050429,602,14,34
14050505,602,11,34
14050512,602,12,34
14050519,602,15,34
14030106,603,84,0
14030113,603,87,0
14030120,603,82,0
14030127,603,80,0
14030203,603,82,0
14030210,603,78,0
14030217,603,77,0
14030224,603,78,0
14030231,603,77,0
14030307,603,81,0
14030314,603,84,0
14030321,603,80,0
14030328,603,82,0
14030404,603,81,0
14030411,603,78,0
14030418,603,74,0
14030425,603,77,0
14030501,603,73,0
14030508,603,75,0
14030515,603,71,0
14030522,603,67,0
14030529,603,67,0
14030605,603,66,0
14030612,603,63,0
14030619,603,60,0
14030626,603,59,0
14030702,603,62,0
14030709,603,63,0
14030716,603,62,0
14030723,603,62,0
14030730,603,66,0
14030807,603,69,0
14030814,603,73,0
14030821,603,72,0
14030828,603,76,0
14030905,603,75,0
14030912,603,77,0
14030919,603,79,0
14030926,603,74,0
14031003,603,78,0
14031010,603,82,0
14031017,603,80,0
14031024,603,82,0
14031101,603,80,0
14031108,603,84,0
14031115,603,82,0
14031122,603,83,0
14031129,603,79,0
14031206,603,76,0
14031213,603,72,0
14031220,603,76,0
14031227,603,73,0
14040104,603,69,0
14040111,603,69,0
14040118,603,64,0
14040125,603,63,0
14040201,603,63,0
14040208,603,67,0
14040215,603,71,0
14040222,603,68,0
14040229,603,66,0
14040305,603,63,0
14040312,603,60,0
14040319,603,56,0
14040326,603,52,0
14040402,603,56,0
14040409,603,52,0
14040416,603,52,0
14040423,603,56,0
14040430,603,55,0
14040506,603,55,0
14040513,603,59,0
14040520,603,56,0
14040527,603,54,0
14040603,603,58,0
14040610,603,59,0
14040617,603,63,0
14040624,603,58,0
14040631,603,58,0
14040707,603,60,0
14040714,603,57,0
14040721,603,59,0
14040728,603,56,0
14040805,603,54,0
14040812,603,52,0
14040819,603,52,0
14040826,603,53,0
14040903,603,51,0
14040910,603,48,0
14040917,603,50,0
14040924,603,45,0
14041001,603,48,0
14041008,603,43,0
14041015,603,40,0
14041022,603,35,0
14041029,603,32,50
14041106,603,27,50
14041113,603,26,50
14041120,603,21,50
14041127,603,17,50
14041204,603,12,50
14041211,603,14,50
14041218,603,17,50
14041225,603,17,50
14050103,603,17,50
14050110,603,19,50
14050117,603,14,50
14050124,603,11,50
14050131,603,15,50
14050207,603,13,50
14050214,603,17,50
14050221,603,16,50
14050228,603,11,50
14050304,603,14,50
14050311,603,14,50
14050318,603,17,50
14050325,603,14,50
14050401,603,11,50
14050408,603,13,50
14050415,603,11,50
14050422,603,14,50
14050429,603,17,50
14050505,603,17,50
14050512,603,14,50
14050519,603,12,50
14030106,604,82,0
14030113,604,86,0
14030120,604,84,0
14030127,604,83,0
14030203,604,79,0
14030210,604,79,0
14030217,604,77,0
14030224,604,79,0
14030231,604,77,0
14030307,604,74,0
14030314,604,71,0
14030321,604,71,0
14030328,604,71,0
14030404,604,75,0
14030411,604,75,0
14030418,604,76,0
14030425,604,73,0
14030501,604,75,0
14030508,604,79,0
14030515,604,82,0
14030522,604,79,0
14030529,604,78,0
14030605,604,73,0
14030612,604,76,0
14030619,604,80,0
14030626,604,83,0
14030702,604,81,0
14030709,604,77,0
14030716,604,78,0
14030723,604,77,0
14030730,604,73,0
14030807,604,77,0
14030814,604,73,0
14030821,604,71,0
14030828,604,67,0
14030905,604,70,0
14030912,604,65,0
14030919,604,61,0
14030926,604,59,0
14031003,604,61,0
14031010,604,65,0
14031017,604,69,0
14031024,604,73,0
14031101,604,74,0
14031108,604,69,0
14031115,604,71,0
14031122,604,70,0
14031129,604,74,0
14031206,604,69,0
14031213,604,68,0
14031220,604,65,0
14031227,604,62,0
14040104,604,62,0
14040111,604,58,0
14040118,604,59,0
14040125,604,62,0
14040201,604,64,0
14040208,604,59,0
14040215,604,55,0
14040222,604,57,0
14040229,604,60,0
14040305,604,55,0
14040312,604,53,0
14040319,604,53,0
14040326,604,52,0
14040402,604,56,0
14040409,604,56,0
14040416,604,53,0
14040423,604,54,0
14040430,604,58,0
14040506,604,53,0
14040513,604,57,0
14040520,604,58,0
14040527,604,58,0
14040603,604,56,0
14040610,604,59,0
14040617,604,56,0
14040624,604,55,0
14040631,604,50,0
14040707,604,49,0
14040714,604,51,0
14040721,604,51,0
14040728,604,47,0
14040805,604,47,0
14040812,604,50,0
14040819,604,52,0
14040826,604,50,0
14040903,604,46,0
14040910,604,45,0
14040917,604,48,0
14040924,604,48,0
14041001,604,47,0
14041008,604,51,0
14041015,604,47,0
14041022,604,44,0
14041029,604,43,0
14041106,604,43,0
14041113,604,42,0
14041120,604,44,53
14041127,604,47,0
14041204,604,46,0
14041211,604,97,0
14041218,604,95,0
14041225,604,91,0
14050103,604,95,0
14050110,604,90,0
14050117,604,93,0
14050124,604,96,0
14050131,604,99,0
14050207,604,98,0
14050214,604,95,0
14050221,604,96,0
14050228,604,97,0
14050304,604,97,0
14050311,604,101,0
14050318,604,104,0
14050325,604,102,0
14050401,604,106,0
14050408,604,108,0
14050415,604,109,0
14050422,604,106,0
14050429,604,110,0
14050505,604,113,0
14050512,604,117,0
14050519,604,112,0
14030106,605,81,0
14030113,605,84,0
14030120,605,82,0
14030127,605,84,0
14030203,605,88,0
14030210,605,91,0
14030217,605,88,0
14030224,605,89,0
14030231,605,86,0
14030307,605,87,0
14030314,605,89,0
14030321,605,91,0
14030328,605,93,0
14030404,605,89,0
14030411,605,84,0
14030418,605,79,0
14030425,605,80,0
14030501,605,80,0
14030508,605,79,0
14030515,605,80,0
14030522,605,78,0
14030529,605,79,0
14030605,605,77,0
14030612,605,78,0
14030619,605,76,0
14030626,605,71,0
14030702,605,70,0
14030709,605,70,0
14030716,605,73,0
14030723,605,76,0
14030730,605,74,0
14030807,605,78,0
14030814,605,76,0
14030821,605,80,0
14030828,605,83,0
14030905,605,84,0
14030912,605,79,0
14030919,605,79,0
14030926,605,81,0
14031003,605,83,0
14031010,605,79,0
14031017,605,76,0
14031024,605,78,0
14031101,605,80,0
14031108,605,82,0
14031115,605,78,0
14031122,605,80,0
14031129,605,78,0
14031206,605,75,0
14031213,605,79,0
14031220,605,74,0
14031227,605,72,0
14040104,605,69,0
14040111,605,70,0
14040118,605,69,0
14040125,605,68,0
14040201,605,63,0
14040208,605,67,0
14040215,605,67,0
14040222,605,66,0
14040229,605,68,0
14040305,605,67,0
14040312,605,62,0
14040319,605,61,0
14040326,605,63,0
14040402,605,63,0
14040409,605,66,0
14040416,605,64,0
14040423,605,67,0
14040430,605,70,0
14040506,605,69,0
14040513,605,69,0
14040520,605,72,0
14040527,605,70,0
14040603,605,71,0
14040610,605,67,0
14040617,605,70,0
14040624,605,71,0
14040631,605,67,0
14040707,605,71,0
14040714,605,66,0
14040721,605,66,0
14040728,605,66,0
14040805,605,67,0
14040812,605,69,0
14040819,605,71,0
14040826,605,70,0
14040903,605,72,0
14040910,605,75,0
14040917,605,70,0
14040924,605,68,0
14041001,605,71,0
14041008,605,66,0
14041015,605,66,0
14041022,605,61,0
14041029,605,65,0
14041106,605,65,0
14041113,605,66,0
14041120,605,67,0
14041127,605,66,0
14041204,605,62,0
14041211,605,57,0
14041218,605,53,0
14041225,605,54,0
14050103,605,52,0
14050110,605,52,0
14050117,605,52,0
14050124,605,55,0
14050131,605,58,0
14050207,605,54,0
14050214,605,49,0
14050221,605,44,0
14050228,605,48,0
14050304,605,50,0
14050311,605,50,0
14050318,605,51,0
14050325,605,52,0
14050401,605,50,0
14050408,605,50,0
14050415,605,52,0
14050422,605,55,0
14050429,605,54,0
14050505,605,51,0
14050512,605,54,0
14050519,605,52,0
14030106,606,98,0
14030113,606,94,0
14030120,606,91,0
14030127,606,94,0
14030203,606,89,0
14030210,606,93,0
14030217,606,94,0
14030224,606,91,0
14030231,606,93,0
14030307,606,92,0
14030314,606,92,0
14030321,606,91,0
14030328,606,92,0
14030404,606,89,0
14030411,606,93,0
14030418,606,96,0
14030425,606,92,0
14030501,606,94,0
14030508,606,92,0
14030515,606,95,0
14030522,606,90,0
14030529,606,93,0
14030605,606,94,0
14030612,606,98,0
14030619,606,98,0
14030626,606,101,0
14030702,606,101,0
14030709,606,103,0
14030716,606,103,0
14030723,606,99,0
14030730,606,96,0
14030807,606,98,0
14030814,606,100,0
14030821,606,103,0
14030828,606,107,0
14030905,606,107,0
14030912,606,102,0
14030919,606,98,0
14030926,606,101,0
14031003,606,100,0
14031010,606,97,0
14031017,606,94,0
14031024,606,89,0
14031101,606,85,0
14031108,606,83,0
14031115,606,84,0
14031122,606,81,0
14031129,606,76,0
14031206,606,77,0
14031213,606,81,0
14031220,606,77,0
14031227,606,77,0
14040104,606,81,0
14040111,606,78,0
14040118,606,80,0
14040125,606,83,0
14040201,606,82,0
14040208,606,79,0
14040215,606,82,0
14040222,606,77,0
14040229,606,75,0
14040305,606,74,0
14040312,606,76,0
14040319,606,76,0
14040326,606,74,0
14040402,606,71,0
14040409,606,72,0
14040416,606,73,0
14040423,606,76,0
14040430,606,71,0
14040506,606,71,0
14040513,606,70,0
14040520,606,65,0
14040527,606,61,0
14040603,606,56,0
14040610,606,56,0
14040617,606,59,0
14040624,606,60,0
14040631,606,60,0
14040707,606,60,0
14040714,606,56,0
14040721,606,57,0
14040728,606,59,0
14040805,606,57,0
14040812,606,52,0
14040819,606,51,0
14040826,606,49,0
14040903,606,52,0
14040910,606,56,0
14040917,606,51,0
14040924,606,46,0
14041001,606,42,58
14041008,606,38,58
14041015,606,38,58
14041022,606,34,58
14041029,606,38,58
14041106,606,42,58
14041113,606,38,58
14041120,606,34,58
14041127,606,32,58
14041204,606,27,58
14041211,606,23,58
14041218,606,26,58
14041225,606,28,58
14050103,606,28,58
14050110,606,31,58
14050117,606,26,58
14050124,606,28,58
14050131,606,29,58
14050207,606,30,58
14050214,606,34,58
14050221,606,38,58
14050228,606,38,58
14050304,606,39,58
14050311,606,38,58
14050318,606,39,58
14050325,606,34,58
14050401,606,31,58
14050408,606,30,58
14050415,606,25,58
14050422,606,24,58
14050429,606,23,58
14050505,606,21,58
14050512,606,18,58
14050519,606,22,58
14030106,607,75,0
14030113,607,71,0
14030120,607,69,0
14030127,607,67,0
14030203,607,70,0
14030210,607,66,0
14030217,607,61,0
14030224,607,58,0
14030231,607,58,0
14030307,607,55,0
14030314,607,56,0
14030321,607,51,0
14030328,607,53,0
14030404,607,48,0
14030411,607,48,0
14030418,607,44,0
14030425,607,41,0
14030501,607,41,0
14030508,607,43,0
14030515,607,39,0
14030522,607,38,50
14030529,607,34,50
14030605,607,30,50
14030612,607,30,50
14030619,607,31,50
14030626,607,32,50
14030702,607,32,50
14030709,607,33,50
14030716,607,36,50
14030723,607,38,50
14030730,607,36,50
14030807,607,33,50
14030814,607,37,50
14030821,607,38,50
14030828,607,37,50
14030905,607,41,50
14030912,607,42,0
14030919,607,39,0
14030926,607,41,50
14031003,607,40,0
14031010,607,43,0
14031017,607,43,0
14031024,607,93,0
14031101,607,88,0
14031108,607,85,0
14031115,607,80,0
14031122,607,84,0
14031129,607,84,0
14031206,607,87,0
14031213,607,85,0
14031220,607,89,0
14031227,607,92,0
14040104,607,92,0
14040111,607,93,0
14040118,607,90,0
14040125,607,85,0
14040201,607,88,0
14040208,607,85,0
14040215,607,86,0
14040222,607,83,0
14040229,607,87,0
14040305,607,88,0
14040312,607,91,0
14040319,607,95,0
14040326,607,95,0
14040402,607,97,0
14040409,607,100,0
14040416,607,95,0
14040423,607,94,0
14040430,607,94,0
14040506,607,93,0
14040513,607,95,0
14040520,607,92,0
14040527,607,95,0
14040603,607,90,0
14040610,607,85,0
14040617,607,81,0
14040624,607,83,0
14040631,607,83,0
14040707,607,81,0
14040714,607,82,0
14040721,607,84,0
14040728,607,84,0
14040805,607,87,0
14040812,607,83,0
14040819,607,79,0
14040826,607,76,0
14040903,607,74,0
14040910,607,75,0
14040917,607,79,0
14040924,607,79,0
14041001,607,78,0
14041008,607,78,0
14041015,607,78,0
14041022,607,79,0
14041029,607,78,0
14041106,607,80,0
14041113,607,79,0
14041120,607,74,0
14041127,607,74,0
14041204,607,71,0
14041211,607,67,0
14041218,607,71,0
14041225,607,67,0
14050103,607,63,0
14050110,607,64,0
14050117,607,68,0
14050124,607,64,0
14050131,607,67,0
14050207,607,65,0
14050214,607,61,0
14050221,607,58,0
14050228,607,61,0
14050304,607,59,0
14050311,607,55,0
14050318,607,57,0
14050325,607,61,0
14050401,607,61,0
14050408,607,57,0
14050415,607,60,0
14050422,607,58,0
14050429,607,62,0
14050505,607,61,0
14050512,607,61,0
14050519,607,61,0
14030106,608,63,0
14030113,608,61,0
14030120,608,61,0
14030127,608,60,0
14030203,608,59,0
14030210,608,55,0
14030217,608,52,0
14030224,608,47,0
14030231,608,46,0
14030307,608,50,0
14030314,608,53,0
14030321,608,53,0
14030328,608,57,0
14030404,608,56,0
14030411,608,59,0
14030418,608,58,0
14030425,608,61,0
14030501,608,61,0
14030508,608,58,0
14030515,608,55,0
14030522,608,54,0
14030529,608,56,0
14030605,608,60,0
14030612,608,59,0
14030619,608,58,0
14030626,608,62,0
14030702,608,63,0
14030709,608,59,0
14030716,608,56,0
14030723,608,58,0
14030730,608,59,0
14030807,608,61,0
14030814,608,65,0
14030821,608,66,0
14030828,608,68,0
14030905,608,64,0
14030912,608,66,0
14030919,608,66,0
14030926,608,68,0
14031003,608,70,0
14031010,608,70,0
14031017,608,73,0
14031024,608,68,0
14031101,608,66,0
14031108,608,70,0
14031115,608,69,0
14031122,608,65,0
14031129,608,68,0
14031206,608,69,0
14031213,608,66,0
14031220,608,66,0
14031227,608,64,0
14040104,608,64,0
14040111,608,65,0
14040118,608,67,0
14040125,608,62,0
14040201,608,63,0
14040208,608,66,0
14040215,608,69,0
14040222,608,69,0
14040229,608,71,0
14040305,608,68,0
14040312,608,69,0
14040319,608,70,0
14040326,608,74,0
14040402,608,72,0
14040409,608,75,0
14040416,608,74,0
14040423,608,70,0
14040430,608,69,0
14040506,608,67,0
14040513,608,62,0
14040520,608,61,0
14040527,608,62,0
14040603,608,64,0
14040610,608,63,0
14040617,608,59,0
14040624,608,63,0
14040631,608,62,0
14040707,608,62,0
14040714,608,57,0
14040721,608,54,0
14040728,608,50,0
14040805,608,51,0
14040812,608,51,0
14040819,608,55,0
14040826,608,58,0
14040903,608,61,0
14040910,608,56,0
14040917,608,57,0
14040924,608,56,0
14041001,608,53,0
14041008,608,51,0
14041015,608,54,0
14041022,608,58,0
14041029,608,53,0
14041106,608,49,0
14041113,608,46,0
14041120,608,49,0
14041127,608,48,0
14041204,608,44,0
14041211,608,42,0
14041218,608,38,0
14041225,608,34,0
14050103,608,33,0
14050110,608,28,44
14050117,608,25,44
14050124,608,22,44
14050131,608,24,44
14050207,608,27,44
14050214,608,28,44
14050221,608,31,44
14050228,608,32,44
14050304,608,28,44
14050311,608,31,44
14050318,608,35,44
14050325,608,33,0
14050401,608,34,44
14050408,608,34,0
14050415,608,29,0
14050422,608,31,44
14050429,608,30,44
14050505,608,31,44
14050512,608,32,44
14050519,608,30,44
14030106,609,64,0
14030113,609,65,0
14030120,609,64,0
14030127,609,62,0
14030203,609,64,0
14030210,609,64,0
14030217,609,63,0
14030224,609,60,0
14030231,609,59,0
14030307,609,59,0
14030314,609,63,0
14030321,609,61,0
14030328,609,59,0
14030404,609,54,0
14030411,609,54,0
14030418,609,54,0
14030425,609,55,0
14030501,609,52,0
14030508,609,55,0
14030515,609,52,0
14030522,609,49,0
14030529,609,47,0
14030605,609,44,0
14030612,609,47,0
14030619,609,49,0
14030626,609,45,0
14030702,609,42,0
14030709,609,45,0
14030716,609,40,0
14030723,609,42,0
14030730,609,37,0
14030807,609,39,0
14030814,609,37,0
14030821,609,39,0
14030828,609,41,0
14030905,609,43,0
14030912,609,40,0
14030919,609,36,0
14030926,609,40,0
14031003,609,37,0
14031010,609,34,0
14031017,609,31,0
14031024,609,29,42
14031101,609,28,42
14031108,609,32,42
14031115,609,32,0
14031122,609,34,0
14031129,609,77,0
14031206,609,74,0
14031213,609,72,0
14031220,609,73,0
14031227,609,72,0
14040104,609,74,0
14040111,609,72,0
14040118,609,74,0
14040125,609,78,0
14040201,609,75,0
14040208,609,74,0
14040215,609,70,0
14040222,609,69,0
14040229,609,69,0
14040305,609,70,0
14040312,609,73,0
14040319,609,70,0
14040326,609,69,0
14040402,609,72,0
14040409,609,70,0
14040416,609,71,0
14040423,609,72,0
14040430,609,71,0
14040506,609,66,0
14040513,609,65,0
14040520,609,69,0
14040527,609,66,0
14040603,609,61,0
14040610,609,56,0
14040617,609,52,0
14040624,609,50,0
14040631,609,50,0
14040707,609,48,0
14040714,609,44,0
14040721,609,39,0
14040728,609,34,0
14040805,609,36,0
14040812,609,38,0
14040819,609,37,0
14040826,609,37,0
14040903,609,41,0
14040910,609,37,0
14040917,609,41,0
14040924,609,40,0
14041001,609,41,0
14041008,609,37,0
14041015,609,41,0
14041022,609,38,0
14041029,609,34,0
14041106,609,31,0
14041113,609,32,42
14041120,609,27,0
14041127,609,30,42
14041204,609,25,42
14041211,609,29,42
14041218,609,25,42
14041225,609,29,42
14050103,609,24,42
14050110,609,22,42
14050117,609,19,42
14050124,609,23,42
14050131,609,20,42
14050207,609,19,42
14050214,609,14,42
14050221,609,14,42
14050228,609,18,42
14050304,609,14,42
14050311,609,13,42
14050318,609,12,42
