ProductKey,ProductCode,ProductName,Category,Subcategory,Color,Size,Brand,UnitCost,UnitPriceBase,SupplierID,SupplierName,MinStock,LeadTimeDays
506,TOY-0506,دندانگیر مشکی کوچک,نوزاد و خردسال,پازل چوبی,مشکی,کوچک,دنیای اسباب‌بازی,365932,563535,3,بازی و شادی,5,13
507,TOY-0507,لگو ماشین صورتی متوسط,لگو و ساختنی,پازل سه‌بعدی,صورتی,متوسط,دنیای اسباب‌بازی,830527,1303927,10,دنیای شادی,30,6
508,TOY-0508,عروسک باربی زرد کوچک,عروسک,پلاستیکی,زرد,کوچک,پلی‌تویز,877136,1315704,1,اسباب‌بازی ایران,26,13
509,TOY-0509,فشفشه زرد بزرگ,مهمانی و بادکنک,بادکنک,زرد,بزرگ,شادی,587349,1021987,8,ماهان تویز,46,14
510,TOY-0510,جغجغه زرد بزرگ,نوزاد و خردسال,جغجغه,زرد,بزرگ,پاندورا,932677,1371035,10,دنیای شادی,22,15
511,TOY-0511,ظروف مهمانی چندرنگ بزرگ,مهمانی و بادکنک,کلاه تولد,چندرنگ,بزرگ,شادی,399204,770463,3,بازی و شادی,34,16
512,TOY-0512,اسکوتر قرمز خانواده,بازی در فضای باز,توپ,قرمز,خانواده,تویز,811747,1517966,3,بازی و شادی,18,11
513,TOY-0513,بازی فکری شطرنج زرد بزرگ,فکری و آموزشی,بازی فکری,زرد,بزرگ,زرافه,342852,483421,9,پویا تویز,31,4
514,TOY-0514,عروسک پولیشی سبز متوسط,عروسک,پارچه‌ای,سبز,متوسط,پیکولو,246906,486404,1,اسباب‌بازی ایران,22,12
515,TOY-0515,پازل نقشه ایران سفید بزرگ,فکری و آموزشی,وسایل آموزشی,سفید,بزرگ,زرافه,827806,1225152,7,آریا اسباب‌بازی,37,6
516,TOY-0516,سرباز اسباب‌بازی زرد خانواده,اکشن فیگور,ربات,زرد,خانواده,آسمان,618179,914904,9,پویا تویز,20,24
517,TOY-0517,جغجغه نارنجی بزرگ,نوزاد و خردسال,جغجغه,نارنجی,بزرگ,دنیای اسباب‌بازی,834452,1326778,10,دنیای شادی,39,11
518,TOY-0518,توپ فوتبال بنفش کوچک,بازی در فضای باز,اسکوتر,بنفش,کوچک,شادی,830444,1494799,5,پارس اسباب‌بازی,38,10
519,TOY-0519,سرباز اسباب‌بازی سفید متوسط,اکشن فیگور,سرباز,سفید,متوسط,فانتزی,493887,839607,9,پویا تویز,19,6
520,TOY-0520,پازل نقشه ایران صورتی بزرگ,فکری و آموزشی,پازل,صورتی,بزرگ,فانتزی,107566,201148,1,اسباب‌بازی ایران,36,15
521,TOY-0521,فشفشه صورتی خانواده,مهمانی و بادکنک,فشفشه,صورتی,خانواده,زرافه,938355,1811025,1,اسباب‌بازی ایران,33,8
522,TOY-0522,بازی فکری شطرنج نارنجی خانواده,فکری و آموزشی,وسایل آموزشی,نارنجی,خانواده,شادی,30322,42754,9,پویا تویز,6,25
523,TOY-0523,توپ بسکتبال سبز بزرگ,بازی در فضای باز,دوچرخه,سبز,بزرگ,کیدزلند,177464,255548,8,ماهان تویز,23,4
524,TOY-0524,ماشین سرعتی سبز بزرگ,ماشین و رادیویی,هواپیما,سبز,بزرگ,کیدزلند,476006,680688,4,کیان تویز,15,20
525,TOY-0525,سرباز اسباب‌بازی صورتی بزرگ,اکشن فیگور,ابرقهرمان,صورتی,بزرگ,شادی,86047,156605,5,پارس اسباب‌بازی,13,25
526,TOY-0526,توپ فوتبال بنفش کوچک,بازی در فضای باز,استخر بادی,بنفش,کوچک,پیکولو,262004,390385,10,دنیای شادی,13,16
527,TOY-0527,لگو آتش‌نشانی نارنجی کوچک,لگو و ساختنی,ماکت,نارنجی,کوچک,زرافه,128014,232985,9,پویا تویز,37,6
528,TOY-0528,توپ فوتبال سبز متوسط,بازی در فضای باز,استخر بادی,سبز,متوسط,پلی‌تویز,644193,992057,6,نوین تویز,41,9
529,TOY-0529,عروسک پارچه‌ای مشکی متوسط,نوزاد و خردسال,پازل چوبی,مشکی,متوسط,کیدزلند,244178,366267,8,ماهان تویز,40,8
530,TOY-0530,سرباز اسباب‌بازی قرمز کوچک,اکشن فیگور,ابرقهرمان,قرمز,کوچک,پاندورا,443300,656084,5,پارس اسباب‌بازی,39,9
531,TOY-0531,پازل نقشه ایران سبز خانواده,فکری و آموزشی,بازی فکری,سبز,خانواده,کیدزلند,539739,912158,3,بازی و شادی,11,7
532,TOY-0532,پازل چوبی صورتی خانواده,نوزاد و خردسال,پازل چوبی,صورتی,خانواده,زرافه,405466,802822,1,اسباب‌بازی ایران,6,29
533,TOY-0533,عروسک سخنگو قرمز بزرگ,عروسک,پلاستیکی,قرمز,بزرگ,دنیای اسباب‌بازی,436023,815363,4,کیان تویز,25,12
534,TOY-0534,عروسک باربی زرد بزرگ,عروسک,پارچه‌ای,زرد,بزرگ,آسمان,690545,1042722,3,بازی و شادی,9,3
535,TOY-0535,لگو ماشین چندرنگ بزرگ,لگو و ساختنی,ماکت,چندرنگ,بزرگ,فانتزی,343795,653210,2,تویز لند,49,23
536,TOY-0536,عروسک سخنگو بنفش بزرگ,عروسک,فیگور,بنفش,بزرگ,زرافه,222890,320961,3,بازی و شادی,36,6
537,TOY-0537,سرباز اسباب‌بازی زرد متوسط,اکشن فیگور,ربات,زرد,متوسط,زرافه,390266,608814,1,اسباب‌بازی ایران,15,23
538,TOY-0538,بازی فکری شطرنج زرد کوچک,فکری و آموزشی,بازی فکری,زرد,کوچک,پیکولو,849026,1239577,9,پویا تویز,30,6
539,TOY-0539,هواپیمای کنترلی قرمز خانواده,ماشین و رادیویی,ماشین کنترلی,قرمز,خانواده,آسمان,868720,1346516,9,پویا تویز,22,10
540,TOY-0540,عروسک خرسی قرمز کوچک,عروسک,پارچه‌ای,قرمز,کوچک,کیدزلند,816365,1444966,7,آریا اسباب‌بازی,33,8
541,TOY-0541,بادکنک رنگی نارنجی بزرگ,مهمانی و بادکنک,ظروف یکبارمصرف,نارنجی,بزرگ,پاندورا,410621,808923,3,بازی و شادی,45,19
542,TOY-0542,چرتکه آموزشی صورتی کوچک,فکری و آموزشی,پازل,صورتی,کوچک,دنیای اسباب‌بازی,668931,1317794,5,پارس اسباب‌بازی,6,18
543,TOY-0543,ماشین کنترلی شارژی نارنجی کوچک,ماشین و رادیویی,قایق,نارنجی,کوچک,آسمان,277030,526357,2,تویز لند,44,23
544,TOY-0544,لگو آتش‌نشانی چندرنگ متوسط,لگو و ساختنی,ماکت,چندرنگ,متوسط,آسمان,830378,1411642,9,پویا تویز,12,29
545,TOY-0545,کتاب قصه‌های کهن سفید متوسط,فکری و آموزشی,وسایل آموزشی,سفید,متوسط,تویز,466620,718594,9,پویا تویز,21,25
546,TOY-0546,ظروف مهمانی مشکی متوسط,مهمانی و بادکنک,کلاه تولد,مشکی,متوسط,تویز,532855,793953,1,اسباب‌بازی ایران,36,14
547,TOY-0547,لگو ماشین بنفش متوسط,لگو و ساختنی,لگو,بنفش,متوسط,کیدزلند,526855,953607,9,پویا تویز,17,10
548,TOY-0548,بلوک‌های خانه زرد خانواده,لگو و ساختنی,لگو,زرد,خانواده,آسمان,112248,205413,5,پارس اسباب‌بازی,49,21
549,TOY-0549,بادکنک رنگی سبز کوچک,مهمانی و بادکنک,بادکنک,سبز,کوچک,آسمان,99119,139757,6,نوین تویز,9,22
550,TOY-0550,فیگور مرد عنکبوتی آبی کوچک,اکشن فیگور,ربات,آبی,کوچک,تویز,745383,1200066,3,بازی و شادی,40,13
551,TOY-0551,هواپیمای کنترلی بنفش بزرگ,ماشین و رادیویی,هواپیما,بنفش,بزرگ,کیدزلند,971627,1914105,6,نوین تویز,32,21
552,TOY-0552,فیگور مرد عنکبوتی صورتی خانواده,اکشن فیگور,ابرقهرمان,صورتی,خانواده,پاندورا,198886,290373,5,پارس اسباب‌بازی,34,24
553,TOY-0553,پازل چوبی سبز کوچک,نوزاد و خردسال,پازل چوبی,سبز,کوچک,فانتزی,771441,1203447,1,اسباب‌بازی ایران,42,17
554,TOY-0554,قایق اسباب‌بازی چندرنگ خانواده,ماشین و رادیویی,ماشین کنترلی,چندرنگ,خانواده,پیکولو,109706,217217,8,ماهان تویز,35,10
555,TOY-0555,هواپیمای کنترلی چندرنگ کوچک,ماشین و رادیویی,قایق,چندرنگ,کوچک,فانتزی,776146,1373778,8,ماهان تویز,6,17
556,TOY-0556,ظروف مهمانی بنفش کوچک,مهمانی و بادکنک,بادکنک,بنفش,کوچک,کیدزلند,229516,337388,5,پارس اسباب‌بازی,8,16
557,TOY-0557,فیگور شرک چندرنگ متوسط,اکشن فیگور,شخصیت کارتونی,چندرنگ,متوسط,شادی,97176,192408,9,پویا تویز,14,23
558,TOY-0558,لگو آتش‌نشانی بنفش بزرگ,لگو و ساختنی,ماکت,بنفش,بزرگ,زرافه,151476,254479,3,بازی و شادی,6,24
559,TOY-0559,عروسک باربی نارنجی خانواده,عروسک,پارچه‌ای,نارنجی,خانواده,پاندورا,501435,977798,3,بازی و شادی,20,4
560,TOY-0560,بلوک‌های خانه زرد بزرگ,لگو و ساختنی,ماکت,زرد,بزرگ,آسمان,154252,246803,1,اسباب‌بازی ایران,44,20
561,TOY-0561,کتاب قصه‌های کهن زرد کوچک,فکری و آموزشی,کتاب داستان,زرد,کوچک,پاندورا,247877,401560,8,ماهان تویز,18,28
562,TOY-0562,ظروف مهمانی بنفش بزرگ,مهمانی و بادکنک,بادکنک,بنفش,بزرگ,کیدزلند,624551,1230365,8,ماهان تویز,34,22
563,TOY-0563,عروسک پولیشی صورتی کوچک,عروسک,پارچه‌ای,صورتی,کوچک,دنیای اسباب‌بازی,147856,224741,9,پویا تویز,25,5
564,TOY-0564,عروسک بامزی چندرنگ بزرگ,عروسک,پارچه‌ای,چندرنگ,بزرگ,دنیای اسباب‌بازی,681311,1083284,9,پویا تویز,43,19
565,TOY-0565,چرتکه آموزشی مشکی کوچک,فکری و آموزشی,کتاب داستان,مشکی,کوچک,پلی‌تویز,280678,485572,8,ماهان تویز,25,15
566,TOY-0566,سرباز اسباب‌بازی بنفش کوچک,اکشن فیگور,ربات,بنفش,کوچک,کیدزلند,244431,486417,4,کیان تویز,44,16
567,TOY-0567,عروسک سخنگو سفید بزرگ,عروسک,فیگور,سفید,بزرگ,کیدزلند,783154,1401845,1,اسباب‌بازی ایران,15,24
568,TOY-0568,ماشین فلزی صورتی کوچک,ماشین و رادیویی,قایق,صورتی,کوچک,آسمان,760591,1186521,10,دنیای شادی,32,15
569,TOY-0569,پازل ۱۰۰ تکه صورتی متوسط,فکری و آموزشی,بازی فکری,صورتی,متوسط,پاندورا,189870,281007,4,کیان تویز,19,22
570,TOY-0570,ربات جنگجو قرمز کوچک,اکشن فیگور,شخصیت کارتونی,قرمز,کوچک,پاندورا,823251,1259574,8,ماهان تویز,27,26
571,TOY-0571,ماشین کنترلی شارژی نارنجی کوچک,ماشین و رادیویی,قایق,نارنجی,کوچک,دنیای اسباب‌بازی,362112,597484,7,آریا اسباب‌بازی,41,3
572,TOY-0572,کاغذ رنگی سبز متوسط,مهمانی و بادکنک,کلاه تولد,سبز,متوسط,کیدزلند,523109,826512,7,آریا اسباب‌بازی,23,25
573,TOY-0573,ربات جنگجو چندرنگ متوسط,اکشن فیگور,ربات,چندرنگ,متوسط,آسمان,698218,1340578,7,آریا اسباب‌بازی,29,7
574,TOY-0574,ربات جنگجو سبز متوسط,اکشن فیگور,سرباز,سبز,متوسط,زرافه,185269,311251,10,دنیای شادی,20,10
575,TOY-0575,توپ بسکتبال زرد متوسط,بازی در فضای باز,اسکوتر,زرد,متوسط,پلی‌تویز,269278,495471,10,دنیای شادی,5,6
576,TOY-0576,دوچرخه کودک سبز بزرگ,بازی در فضای باز,اسکوتر,سبز,بزرگ,کیدزلند,126202,206971,6,نوین تویز,46,4
577,TOY-0577,کاغذ رنگی سفید خانواده,مهمانی و بادکنک,ظروف یکبارمصرف,سفید,خانواده,تویز,227914,394291,9,پویا تویز,43,29
578,TOY-0578,پازل سه‌بعدی برج سبز کوچک,لگو و ساختنی,لگو,سبز,کوچک,تویز,212383,341936,4,کیان تویز,17,11
579,TOY-0579,اسکوتر سفید متوسط,بازی در فضای باز,دوچرخه,سفید,متوسط,تویز,567599,794638,5,پارس اسباب‌بازی,30,28
580,TOY-0580,چرتکه آموزشی بنفش کوچک,فکری و آموزشی,پازل,بنفش,کوچک,پیکولو,64252,118866,9,پویا تویز,18,27
581,TOY-0581,بازی فکری شطرنج نارنجی بزرگ,فکری و آموزشی,کتاب داستان,نارنجی,بزرگ,تویز,959331,1554116,7,آریا اسباب‌بازی,15,18
582,TOY-0582,موبایل موزیکال نارنجی کوچک,نوزاد و خردسال,پازل چوبی,نارنجی,کوچک,تویز,174421,275585,5,پارس اسباب‌بازی,23,7
583,TOY-0583,بازی فکری شطرنج مشکی متوسط,فکری و آموزشی,کتاب داستان,مشکی,متوسط,پلی‌تویز,150972,246084,5,پارس اسباب‌بازی,8,22
584,TOY-0584,بادکنک رنگی سبز متوسط,مهمانی و بادکنک,کلاه تولد,سبز,متوسط,دنیای اسباب‌بازی,786987,1204090,2,تویز لند,30,7
585,TOY-0585,پازل چوبی سفید بزرگ,نوزاد و خردسال,جغجغه,سفید,بزرگ,فانتزی,673150,942409,3,بازی و شادی,43,23
586,TOY-0586,اسکوتر بنفش متوسط,بازی در فضای باز,توپ,بنفش,متوسط,تویز,58199,87298,3,بازی و شادی,49,22
587,TOY-0587,فیگور شرک سفید خانواده,اکشن فیگور,شخصیت کارتونی,سفید,خانواده,پیکولو,420257,806893,9,پویا تویز,33,16
588,TOY-0588,سرباز اسباب‌بازی نارنجی متوسط,اکشن فیگور,شخصیت کارتونی,نارنجی,متوسط,فانتزی,731702,1068284,9,پویا تویز,8,26
589,TOY-0589,پازل سه‌بعدی برج نارنجی خانواده,لگو و ساختنی,بلوک ساختمانی,نارنجی,خانواده,کیدزلند,615383,1113843,6,نوین تویز,22,21
590,TOY-0590,چرتکه آموزشی مشکی بزرگ,فکری و آموزشی,بازی فکری,مشکی,بزرگ,آسمان,291726,554279,4,کیان تویز,23,24
591,TOY-0591,بادکنک رنگی مشکی خانواده,مهمانی و بادکنک,بادکنک,مشکی,خانواده,پلی‌تویز,704553,1303423,10,دنیای شادی,42,23
592,TOY-0592,چرتکه آموزشی صورتی کوچک,فکری و آموزشی,پازل,صورتی,کوچک,زرافه,794956,1359374,5,پارس اسباب‌بازی,49,6
593,TOY-0593,توپ بسکتبال مشکی خانواده,بازی در فضای باز,توپ,مشکی,خانواده,پاندورا,148705,273617,1,اسباب‌بازی ایران,37,20
594,TOY-0594,اسکوتر نارنجی کوچک,بازی در فضای باز,دوچرخه,نارنجی,کوچک,کیدزلند,390279,562001,3,بازی و شادی,32,29
595,TOY-0595,عروسک باربی زرد خانواده,عروسک,پارچه‌ای,زرد,خانواده,کیدزلند,773590,1423405,4,کیان تویز,49,3
596,TOY-0596,عروسک پارچه‌ای قرمز خانواده,نوزاد و خردسال,جغجغه,قرمز,خانواده,شادی,438610,780725,1,اسباب‌بازی ایران,31,17
597,TOY-0597,لگو پلیس سبز بزرگ,لگو و ساختنی,لگو,سبز,بزرگ,دنیای اسباب‌بازی,427607,812453,2,تویز لند,15,9
598,TOY-0598,کتاب قصه‌های کهن صورتی خانواده,فکری و آموزشی,وسایل آموزشی,صورتی,خانواده,زرافه,584716,1023253,7,آریا اسباب‌بازی,14,20
599,TOY-0599,ربات جنگجو آبی کوچک,اکشن فیگور,شخصیت کارتونی,آبی,کوچک,پیکولو,190335,346409,2,تویز لند,34,24
600,TOY-0600,عروسک سخنگو نارنجی کوچک,عروسک,پارچه‌ای,نارنجی,کوچک,آسمان,294878,504241,5,پارس اسباب‌بازی,49,21
601,TOY-0601,پازل سه‌بعدی برج صورتی خانواده,لگو و ساختنی,پازل سه‌بعدی,صورتی,خانواده,تویز,942458,1470234,8,ماهان تویز,30,21
602,TOY-0602,ماشین فلزی صورتی بزرگ,ماشین و رادیویی,ماشین ساده,صورتی,بزرگ,فانتزی,395606,664618,5,پارس اسباب‌بازی,24,19
603,TOY-0603,فیگور شرک نارنجی متوسط,اکشن فیگور,شخصیت کارتونی,نارنجی,متوسط,کیدزلند,452124,886163,1,اسباب‌بازی ایران,40,8
604,TOY-0604,عروسک بامزی نارنجی کوچک,عروسک,پولیشی,نارنجی,کوچک,آسمان,642235,918396,4,کیان تویز,43,20
605,TOY-0605,ربات جنگجو نارنجی متوسط,اکشن فیگور,ابرقهرمان,نارنجی,متوسط,فانتزی,912108,1705641,3,بازی و شادی,40,8
606,TOY-0606,بازی فکری شطرنج آبی متوسط,فکری و آموزشی,وسایل آموزشی,آبی,متوسط,پیکولو,85561,131763,1,اسباب‌بازی ایران,48,27
607,TOY-0607,فشفشه آبی بزرگ,مهمانی و بادکنک,بادکنک,آبی,بزرگ,کیدزلند,758833,1358311,4,کیان تویز,40,23
608,TOY-0608,فشفشه سبز متوسط,مهمانی و بادکنک,فشفشه,سبز,متوسط,کیدزلند,96889,138551,5,پارس اسباب‌بازی,34,24
609,TOY-0609,بلوک‌های خانه بنفش خانواده,لگو و ساختنی,بلوک ساختمانی,بنفش,خانواده,شادی,283854,439973,10,دنیای شادی,32,16
610,TOY-0610,توپ بسکتبال چندرنگ بزرگ,بازی در فضای باز,دوچرخه,چندرنگ,بزرگ,شادی,272059,424412,7,آریا اسباب‌بازی,35,12
611,TOY-0611,هواپیمای کنترلی زرد متوسط,ماشین و رادیویی,ماشین کنترلی,زرد,متوسط,زرافه,849445,1325134,5,پارس اسباب‌بازی,13,15
612,TOY-0612,سرباز اسباب‌بازی بنفش خانواده,اکشن فیگور,ابرقهرمان,بنفش,خانواده,پاندورا,857496,1226219,6,نوین تویز,22,28
613,TOY-0613,توپ بسکتبال آبی متوسط,بازی در فضای باز,استخر بادی,آبی,متوسط,پیکولو,575133,925964,2,تویز لند,37,29
614,TOY-0614,توپ بسکتبال زرد بزرگ,بازی در فضای باز,دوچرخه,زرد,بزرگ,کیدزلند,366923,711830,2,تویز لند,22,26
615,TOY-0615,عروسک بامزی چندرنگ خانواده,عروسک,پارچه‌ای,چندرنگ,خانواده,پیکولو,561870,831567,4,کیان تویز,11,23
616,TOY-0616,عروسک بامزی نارنجی خانواده,عروسک,فیگور,نارنجی,خانواده,فانتزی,80690,133138,6,نوین تویز,18,27
617,TOY-0617,دندانگیر سفید متوسط,نوزاد و خردسال,عروسک پارچه‌ای,سفید,متوسط,پاندورا,509646,1014195,9,پویا تویز,9,5
618,TOY-0618,بلوک‌های خانه نارنجی کوچک,لگو و ساختنی,ماکت,نارنجی,کوچک,پلی‌تویز,733401,1107435,10,دنیای شادی,23,21
619,TOY-0619,قایق اسباب‌بازی سبز متوسط,ماشین و رادیویی,ماشین ساده,سبز,متوسط,پیکولو,972845,1721935,10,دنیای شادی,45,3
620,TOY-0620,هواپیمای کنترلی قرمز متوسط,ماشین و رادیویی,قایق,قرمز,متوسط,پاندورا,176709,272131,4,کیان تویز,46,27
621,TOY-0621,بلوک‌های خانه زرد کوچک,لگو و ساختنی,پازل سه‌بعدی,زرد,کوچک,پلی‌تویز,855097,1487868,9,پویا تویز,21,26
622,TOY-0622,ربات جنگجو بنفش کوچک,اکشن فیگور,ربات,بنفش,کوچک,تویز,141325,271344,6,نوین تویز,47,11
623,TOY-0623,بلوک‌های خانه چندرنگ متوسط,لگو و ساختنی,پازل سه‌بعدی,چندرنگ,متوسط,زرافه,797948,1380450,7,آریا اسباب‌بازی,38,8
624,TOY-0624,فیگور شرک سفید خانواده,اکشن فیگور,شخصیت کارتونی,سفید,خانواده,پلی‌تویز,249362,476281,9,پویا تویز,14,23
625,TOY-0625,موبایل موزیکال بنفش خانواده,نوزاد و خردسال,موزیکال,بنفش,خانواده,پیکولو,166730,300114,1,اسباب‌بازی ایران,6,12
626,TOY-0626,ماشین فلزی زرد کوچک,ماشین و رادیویی,قایق,زرد,کوچک,دنیای اسباب‌بازی,478426,789402,5,پارس اسباب‌بازی,43,24
627,TOY-0627,بازی فکری شطرنج سبز بزرگ,فکری و آموزشی,بازی فکری,سبز,بزرگ,پیکولو,311869,583195,2,تویز لند,42,29
628,TOY-0628,چرتکه آموزشی آبی خانواده,فکری و آموزشی,کتاب داستان,آبی,خانواده,پاندورا,475462,679910,8,ماهان تویز,36,9
629,TOY-0629,کتاب قصه‌های کهن قرمز متوسط,فکری و آموزشی,بازی فکری,قرمز,متوسط,تویز,875971,1515429,3,بازی و شادی,8,16
630,TOY-0630,ماشین سرعتی قرمز متوسط,ماشین و رادیویی,ماشین ساده,قرمز,متوسط,تویز,761484,1073692,3,بازی و شادی,44,23
631,TOY-0631,توپ بسکتبال صورتی کوچک,بازی در فضای باز,دوچرخه,صورتی,کوچک,آسمان,669840,1004760,2,تویز لند,18,29
632,TOY-0632,پازل نقشه ایران بنفش خانواده,فکری و آموزشی,کتاب داستان,بنفش,خانواده,فانتزی,948238,1649934,4,کیان تویز,32,28
633,TOY-0633,دندانگیر سبز بزرگ,نوزاد و خردسال,عروسک پارچه‌ای,سبز,بزرگ,فانتزی,571241,988246,6,نوین تویز,7,10
634,TOY-0634,کلاه جشن تولد صورتی خانواده,مهمانی و بادکنک,بادکنک,صورتی,خانواده,فانتزی,303957,495449,2,تویز لند,39,8
635,TOY-0635,عروسک بامزی نارنجی خانواده,عروسک,پلاستیکی,نارنجی,خانواده,فانتزی,390774,652592,10,دنیای شادی,47,21
636,TOY-0636,پازل سه‌بعدی برج چندرنگ کوچک,لگو و ساختنی,بلوک ساختمانی,چندرنگ,کوچک,دنیای اسباب‌بازی,457839,695915,9,پویا تویز,16,12
637,TOY-0637,پازل سه‌بعدی برج سبز کوچک,لگو و ساختنی,لگو,سبز,کوچک,زرافه,121215,195156,9,پویا تویز,45,6
638,TOY-0638,جغجغه نارنجی خانواده,نوزاد و خردسال,موزیکال,نارنجی,خانواده,پلی‌تویز,298148,474055,8,ماهان تویز,13,17
639,TOY-0639,دندانگیر چندرنگ کوچک,نوزاد و خردسال,موزیکال,چندرنگ,کوچک,زرافه,219965,426732,3,بازی و شادی,22,12
640,TOY-0640,دوچرخه کودک آبی بزرگ,بازی در فضای باز,استخر بادی,آبی,بزرگ,پیکولو,464174,803021,9,پویا تویز,6,9
641,TOY-0641,عروسک پارچه‌ای قرمز کوچک,نوزاد و خردسال,موزیکال,قرمز,کوچک,پیکولو,625068,1012610,9,پویا تویز,31,20
642,TOY-0642,پازل سه‌بعدی برج زرد بزرگ,لگو و ساختنی,لگو,زرد,بزرگ,زرافه,193788,329439,6,نوین تویز,32,3
643,TOY-0643,پازل سه‌بعدی برج چندرنگ بزرگ,لگو و ساختنی,بلوک ساختمانی,چندرنگ,بزرگ,آسمان,62382,101058,9,پویا تویز,36,18
644,TOY-0644,دندانگیر سفید خانواده,نوزاد و خردسال,موزیکال,سفید,خانواده,پلی‌تویز,177541,294718,7,آریا اسباب‌بازی,10,16
645,TOY-0645,فشفشه نارنجی خانواده,مهمانی و بادکنک,کلاه تولد,نارنجی,خانواده,آسمان,110960,214152,5,پارس اسباب‌بازی,16,13
646,TOY-0646,فیگور بتمن آبی متوسط,اکشن فیگور,ربات,آبی,متوسط,پاندورا,520050,1029699,3,بازی و شادی,49,25
647,TOY-0647,لگو ماشین صورتی بزرگ,لگو و ساختنی,بلوک ساختمانی,صورتی,بزرگ,دنیای اسباب‌بازی,148760,273718,10,دنیای شادی,38,6
648,TOY-0648,عروسک پولیشی قرمز کوچک,عروسک,پلاستیکی,قرمز,کوچک,فانتزی,997165,1984358,8,ماهان تویز,31,7
649,TOY-0649,جغجغه سفید متوسط,نوزاد و خردسال,جغجغه,سفید,متوسط,شادی,572963,985496,2,تویز لند,29,22
650,TOY-0650,عروسک پولیشی چندرنگ بزرگ,عروسک,پولیشی,چندرنگ,بزرگ,پیکولو,893550,1295647,1,اسباب‌بازی ایران,9,5
651,TOY-0651,قایق اسباب‌بازی قرمز متوسط,ماشین و رادیویی,قایق,قرمز,متوسط,دنیای اسباب‌بازی,211789,404516,5,پارس اسباب‌بازی,42,20
652,TOY-0652,پازل نقشه ایران نارنجی متوسط,فکری و آموزشی,پازل,نارنجی,متوسط,پیکولو,137425,255610,3,بازی و شادی,15,4
653,TOY-0653,عروسک باربی قرمز متوسط,عروسک,فیگور,قرمز,متوسط,کیدزلند,826987,1389338,5,پارس اسباب‌بازی,25,26
654,TOY-0654,پازل چوبی صورتی متوسط,نوزاد و خردسال,موزیکال,صورتی,متوسط,دنیای اسباب‌بازی,509386,967833,1,اسباب‌بازی ایران,32,28
655,TOY-0655,لگو ماشین سفید بزرگ,لگو و ساختنی,لگو,سفید,بزرگ,شادی,267009,392503,5,پارس اسباب‌بازی,30,3
656,TOY-0656,کتاب قصه‌های کهن صورتی کوچک,فکری و آموزشی,بازی فکری,صورتی,کوچک,آسمان,262677,391388,3,بازی و شادی,45,21
657,TOY-0657,دندانگیر آبی بزرگ,نوزاد و خردسال,جغجغه,آبی,بزرگ,شادی,466840,863654,2,تویز لند,27,18
658,TOY-0658,استخر بادی صورتی خانواده,بازی در فضای باز,اسکوتر,صورتی,خانواده,پلی‌تویز,589932,1085474,6,نوین تویز,48,13
659,TOY-0659,کاغذ رنگی قرمز خانواده,مهمانی و بادکنک,ظروف یکبارمصرف,قرمز,خانواده,کیدزلند,848425,1315058,5,پارس اسباب‌بازی,37,22
660,TOY-0660,لگو آتش‌نشانی زرد بزرگ,لگو و ساختنی,ماکت,زرد,بزرگ,زرافه,747115,1090787,6,نوین تویز,39,10
661,TOY-0661,عروسک باربی سفید کوچک,عروسک,فیگور,سفید,کوچک,زرافه,33702,61000,6,نوین تویز,10,11
662,TOY-0662,پازل سه‌بعدی برج مشکی بزرگ,لگو و ساختنی,بلوک ساختمانی,مشکی,بزرگ,پلی‌تویز,665623,1331246,10,دنیای شادی,27,5
663,TOY-0663,دوچرخه کودک بنفش متوسط,بازی در فضای باز,دوچرخه,بنفش,متوسط,پلی‌تویز,703326,1202687,4,کیان تویز,42,17
664,TOY-0664,دوچرخه کودک زرد متوسط,بازی در فضای باز,دوچرخه,زرد,متوسط,پیکولو,236265,335496,6,نوین تویز,18,6
665,TOY-0665,ماشین کنترلی شارژی آبی خانواده,ماشین و رادیویی,ماشین کنترلی,آبی,خانواده,پیکولو,875068,1627626,1,اسباب‌بازی ایران,39,15
666,TOY-0666,عروسک سخنگو چندرنگ بزرگ,عروسک,پولیشی,چندرنگ,بزرگ,پاندورا,901881,1614366,10,دنیای شادی,10,29
667,TOY-0667,دوچرخه کودک نارنجی بزرگ,بازی در فضای باز,استخر بادی,نارنجی,بزرگ,زرافه,30182,45273,4,کیان تویز,38,26
668,TOY-0668,ماشین سرعتی صورتی خانواده,ماشین و رادیویی,ماشین کنترلی,صورتی,خانواده,دنیای اسباب‌بازی,398117,613100,1,اسباب‌بازی ایران,12,5
669,TOY-0669,فیگور بتمن بنفش کوچک,اکشن فیگور,ربات,بنفش,کوچک,دنیای اسباب‌بازی,430378,809110,8,ماهان تویز,24,19
670,TOY-0670,فیگور مرد عنکبوتی زرد خانواده,اکشن فیگور,شخصیت کارتونی,زرد,خانواده,پیکولو,70763,130203,2,تویز لند,30,8
671,TOY-0671,فیگور شرک سفید متوسط,اکشن فیگور,سرباز,سفید,متوسط,دنیای اسباب‌بازی,301636,579141,5,پارس اسباب‌بازی,23,16
672,TOY-0672,کتاب قصه‌های کهن چندرنگ بزرگ,فکری و آموزشی,وسایل آموزشی,چندرنگ,بزرگ,شادی,913447,1689876,3,بازی و شادی,13,22
